# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jul 25 23:03:47 2021
#
# User preference: *
#
# CONSTRAINT:  where (sy_snum = 2)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
WASP-1 b,WASP-1,0,2,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,2.51996100,0.00001800,-0.00001800,0,0.038980,0.000380,-0.000410,0,16.634,0.661,-1.020,0,1.484,0.059,-0.091,0,273.33380,22.88376,-22.88376,0,0.86000,0.07200,-0.07200,0,Mass,,,,,,,,,1800,32,-49,0,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,,6110.00,50.00,-50.00,0,1.46,0.05,-0.08,0,1.24,0.04,-0.04,0,0.230,0.080,-0.080,0,[Fe/H],4.21,0.04,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h20m40.07s,5.1669536,+31d59m23.90s,31.9899732,393.0720000,10.8020000,-10.2490000,11.3080000,0.0200000,-0.0200000,10.2760000,0.0180000,-0.0180000,11.5349000,0.0006750,-0.0006750,2016-01-12,2010-11,2016-01-14
WASP-1 b,WASP-1,0,2,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=SIMPSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.414.3023S/abstract target=ref> Simpson et al. 2011 </a>,2.51994490,0.00000130,-0.00000130,0,,,,,16.970,0.580,-0.530,0,1.514,0.052,-0.047,0,292.00000,29.00000,-29.00000,0,0.91800,0.09100,-0.09000,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=SIMPSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.414.3023S/abstract target=ref> Simpson et al. 2011 </a>,,6110.00,45.00,,0,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h20m40.07s,5.1669536,+31d59m23.90s,31.9899732,393.0720000,10.8020000,-10.2490000,11.3080000,0.0200000,-0.0200000,10.2760000,0.0180000,-0.0180000,11.5349000,0.0006750,-0.0006750,2014-05-16,2011-07,2014-05-16
WASP-1 b,WASP-1,0,2,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,2.51996100,,,0,0.039570,0.000490,-0.000480,0,16.970,0.583,-0.527,0,1.514,0.052,-0.047,0,291.76794,28.92253,-28.60470,0,0.91800,0.09100,-0.09000,0,Mass,,,,,,,,,1811,34,-27,0,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,,,,,1.52,0.05,,0,1.30,0.05,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h20m40.07s,5.1669536,+31d59m23.90s,31.9899732,393.0720000,10.8020000,-10.2490000,11.3080000,0.0200000,-0.0200000,10.2760000,0.0180000,-0.0180000,11.5349000,0.0006750,-0.0006750,2016-02-24,2008-04,2016-02-25
WASP-1 b,WASP-1,1,2,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=MACIEJEWSKI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AcA....64...27M/abstract target=ref> Maciejewski et al. 2014</a>,2.51994540,0.00000050,-0.00000050,0,0.038890,0.000530,-0.000730,0,16.623,0.269,-0.381,0,1.483,0.024,-0.034,0,271.41500,18.11600,-16.52600,0,0.85400,0.05700,-0.05200,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=MACIEJEWSKI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AcA....64...27M/abstract target=ref> Maciejewski et al. 2014</a>,,,,,,1.47,0.02,-0.03,0,1.24,0.05,-0.07,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h20m40.07s,5.1669536,+31d59m23.90s,31.9899732,393.0720000,10.8020000,-10.2490000,11.3080000,0.0200000,-0.0200000,10.2760000,0.0180000,-0.0180000,11.5349000,0.0006750,-0.0006750,2014-05-14,2014-03,2014-05-14
WASP-1 b,WASP-1,0,2,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=COLLIER_CAMERON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007MNRAS.375..951C/abstract target=ref> Collier Cameron et al. 2007 </a>,2.51995000,0.00001000,-0.00001000,0,0.038200,0.001300,-0.001300,0,21.633,6.725,-6.725,0,1.930,0.600,-0.600,0,282.86870,44.49620,-44.49620,0,0.89000,0.14000,-0.14000,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=COLLIER_CAMERON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007MNRAS.375..951C/abstract target=ref> Collier Cameron et al. 2007 </a>,F7 V,6200.00,200.00,-200.00,0,1.24,0.68,-0.20,0,1.15,0.24,-0.09,0,0.100,0.200,-0.200,0,[Fe/H],4.30,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h20m40.07s,5.1669536,+31d59m23.90s,31.9899732,393.0720000,10.8020000,-10.2490000,11.3080000,0.0200000,-0.0200000,10.2760000,0.0180000,-0.0180000,11.5349000,0.0006750,-0.0006750,2016-03-09,2007-03,2016-03-10
WASP-1 b,WASP-1,0,2,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,2.51994640,0.00000080,-0.00000080,0,0.039200,0.000550,-0.000340,0,16.735,0.684,-1.020,0,1.493,0.061,-0.091,0,311.47340,15.25584,-13.66669,0,0.98000,0.04800,-0.04300,0,Mass,,,,,,,,,1830,33,-49,0,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,,6213.00,51.00,-51.00,0,1.47,0.05,-0.08,0,1.26,0.05,-0.03,0,0.170,0.050,-0.050,0,[Fe/H],4.21,0.05,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h20m40.07s,5.1669536,+31d59m23.90s,31.9899732,393.0720000,10.8020000,-10.2490000,11.3080000,0.0200000,-0.0200000,10.2760000,0.0180000,-0.0180000,11.5349000,0.0006750,-0.0006750,2016-01-12,2012-10,2016-01-14
WASP-1 b,WASP-1,0,2,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.51994480,0.00000050,-0.00000050,0,0.039580,0.000470,-0.000490,0,16.970,0.583,-0.527,0,1.514,0.052,-0.047,0,301.30284,9.21707,-8.89924,0,0.94800,0.02900,-0.02800,0,Mass,0.013000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,6110.00,75.00,-75.00,0,1.52,0.05,-0.04,0,1.30,0.05,-0.05,0,0.260,0.080,-0.080,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h20m40.07s,5.1669536,+31d59m23.90s,31.9899732,393.0720000,10.8020000,-10.2490000,11.3080000,0.0200000,-0.0200000,10.2760000,0.0180000,-0.0180000,11.5349000,0.0006750,-0.0006750,2019-03-18,2017-06,2019-03-21
WASP-1 b,WASP-1,0,2,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,2.51994529,0.00000056,-0.00000056,0,0.038890,0.000530,-0.000730,0,16.242,0.460,-0.460,0,1.449,0.041,-0.041,0,268.88418,17.16282,-17.16282,0,0.84600,0.05400,-0.05400,0,Mass,0.000000,,,0,,,,,1812,14,-14,0,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,,6110.00,,,0,,,,,,,,,0.260,,,0,[Fe/H],4.19,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h20m40.07s,5.1669536,+31d59m23.90s,31.9899732,393.0720000,10.8020000,-10.2490000,11.3080000,0.0200000,-0.0200000,10.2760000,0.0180000,-0.0180000,11.5349000,0.0006750,-0.0006750,2016-03-29,2016-06,2016-03-31
WASP-1 b,WASP-1,0,2,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=KNUTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..126K/abstract target=ref> Knutson et al. 2014 </a>,,,,,,,,,,,,,,,,,251.08570,10.48839,-10.48839,0,0.79000,0.03300,-0.03300,0,Mass,0.008200,0.026000,-0.007200,0,,,,,,,,,0,<a refstr=KNUTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..126K/abstract target=ref> Knutson et al. 2014 </a>,,,,,,,,,,1.27,0.05,-0.05,0,0.140,0.070,-0.070,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h20m40.07s,5.1669536,+31d59m23.90s,31.9899732,393.0720000,10.8020000,-10.2490000,11.3080000,0.0200000,-0.0200000,10.2760000,0.0180000,-0.0180000,11.5349000,0.0006750,-0.0006750,2015-10-07,2014-04,2015-10-15
WASP-100 b,WASP-100,0,2,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=HELLIER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1982H/abstract target=ref> Hellier et al. 2014 </a>,2.84937500,0.00000800,-0.00000800,0,0.045700,0.001000,-0.001000,0,18.940,3.250,-3.250,0,1.690,0.290,-0.290,0,645.17000,38.14000,-38.14000,0,2.03000,0.12000,-0.12000,0,Mass,0.000000,,,0,,,,,2190,140,-140,0,0,<a refstr=HELLIER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1982H/abstract target=ref> Hellier et al. 2014 </a>,F2,6900.00,120.00,-120.00,0,,,,,1.57,0.10,-0.10,0,-0.030,0.100,-0.100,0,[Fe/H],4.04,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h35m50.36s,68.9598159,-64d01m37.34s,-64.0270390,364.4110000,2.7490000,-2.7090000,10.7980000,0.0090000,-0.0090000,9.6690000,0.0240000,-0.0240000,10.6151000,0.0002950,-0.0002950,2018-04-25,2014-05,2014-05-14
WASP-100 b,WASP-100,1,2,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.84938000,0.00000800,-0.00000800,0,,,,,14.908,1.569,-1.569,0,1.330,0.140,-0.140,0,400.46580,143.02350,-143.02350,0,1.26000,0.45000,-0.45000,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6900.00,120.00,-120.00,0,1.57,0.16,-0.16,0,0.77,0.42,-0.42,0,-0.030,,,0,[Fe/H],4.35,0.17,-0.17,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h35m50.36s,68.9598159,-64d01m37.34s,-64.0270390,364.4110000,2.7490000,-2.7090000,10.7980000,0.0090000,-0.0090000,9.6690000,0.0240000,-0.0240000,10.6151000,0.0002950,-0.0002950,2018-04-25,2017-03,2018-04-26
WASP-100 b,WASP-100,0,2,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=ADDISON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..197A/abstract target=ref>Addison et al. 2018</a>,2.84937500,0.00000800,-0.00000800,0,,,,,18.943,3.251,-3.251,0,1.690,0.290,-0.290,0,645.19490,38.13960,-38.13960,0,2.03000,0.12000,-0.12000,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=ADDISON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..197A/abstract target=ref>Addison et al. 2018</a>,,,,,,2.00,0.30,-0.30,0,1.57,0.10,-0.10,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h35m50.36s,68.9598159,-64d01m37.34s,-64.0270390,364.4110000,2.7490000,-2.7090000,10.7980000,0.0090000,-0.0090000,9.6690000,0.0240000,-0.0240000,10.6151000,0.0002950,-0.0002950,2019-11-27,2018-11,2019-12-05
WASP-100 b,WASP-100,0,2,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.84937500,0.00000800,-0.00000800,0,0.045740,0.000930,-0.001000,0,18.943,3.251,-3.251,0,1.690,0.290,-0.290,0,638.83830,38.13960,-34.96130,0,2.01000,0.12000,-0.11000,0,Mass,0.044000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,6900.00,120.00,-120.00,0,2.00,0.30,-0.30,0,1.57,0.10,-0.10,0,0.030,0.100,-0.100,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h35m50.36s,68.9598159,-64d01m37.34s,-64.0270390,364.4110000,2.7490000,-2.7090000,10.7980000,0.0090000,-0.0090000,9.6690000,0.0240000,-0.0240000,10.6151000,0.0002950,-0.0002950,2019-03-18,2017-06,2019-03-21
WASP-100 b,WASP-100,0,2,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=MACIEJEWSKI_2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201011977M/abstract target=ref>Maciejewski 2020</a>,2.84938190,0.00000130,-0.00000130,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6733.00,124.81,-138.36,0,1.77,0.08,-0.08,0,1.44,0.28,-0.21,0,,,,,,4.10,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h35m50.36s,68.9598159,-64d01m37.34s,-64.0270390,364.4110000,2.7490000,-2.7090000,10.7980000,0.0090000,-0.0090000,9.6690000,0.0240000,-0.0240000,10.6151000,0.0002950,-0.0002950,2020-11-13,2020-10,2020-11-19
WASP-104 b,WASP-104,1,2,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=SMITH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..64S/abstract target=ref>Smith et al. 2014</a>,1.75541370,0.00000180,-0.00000360,0,0.029180,0.000450,-0.000450,0,12.745,0.415,-0.415,0,1.137,0.037,-0.037,0,404.26300,14.93700,-14.93700,0,1.27200,0.04700,-0.04700,0,Mass,0.000000,,,0,,,,,1516,39,-39,0,0,<a refstr=SMITH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..64S/abstract target=ref>Smith et al. 2014</a>,G8,5475.00,127.00,-127.00,0,0.96,0.03,-0.03,0,1.08,0.05,-0.05,0,0.320,0.090,-0.090,0,[Fe/H],4.50,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h42m24.57s,160.6023689,+07d26m06.28s,7.4350768,185.9320000,1.4800000,-1.4580000,11.7790000,0.0690000,-0.0690000,9.8820000,0.0190000,-0.0190000,11.5931000,0.0008340,-0.0008340,2014-09-25,2014-10,2014-09-25
WASP-104 b,WASP-104,0,2,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,1.75541370,0.00000300,-0.00000300,0,0.029200,0.000440,-0.000440,0,12.745,0.415,-0.415,0,1.137,0.037,-0.037,0,403.00844,15.89150,-15.57367,0,1.26800,0.05000,-0.04900,0,Mass,0.015000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5450.00,130.00,-130.00,0,0.96,0.03,-0.03,0,1.08,0.05,-0.05,0,0.320,0.090,-0.090,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h42m24.57s,160.6023689,+07d26m06.28s,7.4350768,185.9320000,1.4800000,-1.4580000,11.7790000,0.0690000,-0.0690000,9.8820000,0.0190000,-0.0190000,11.5931000,0.0008340,-0.0008340,2019-03-18,2017-06,2019-03-21
WASP-114 b,WASP-114,1,2,1,Transit,2016,SuperWASP-North,Published Confirmed,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,1.54877430,0.00000120,-0.00000091,0,0.028510,0.000390,-0.000390,0,15.009,0.717,-0.717,0,1.339,0.064,-0.064,0,562.24127,20.34112,-20.34112,0,1.76900,0.06400,-0.06400,0,Mass,0.012000,0.022000,-0.009000,0,,,,,2043,58,-58,0,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,G0,5940.00,140.00,-140.00,0,1.43,0.06,-0.06,0,1.29,0.05,-0.05,0,0.140,0.070,-0.070,0,[Fe/H],4.30,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h50m39.77s,327.6656953,+10d27m46.58s,10.4629385,523.3370000,17.3420000,-16.2820000,12.6850000,0.0690000,-0.0690000,11.0740000,0.0280000,-0.0280000,12.5227000,0.0003280,-0.0003280,2016-07-14,2016-10,2016-07-18
